  USAF  WBAN YR--MODAHRMN DIR SPD GUS CLG SKC L M H  VSB MW MW MW MW AW AW AW AW W TEMP DEWP    SLP   ALT    STP MAX MIN PCP01 PCP06 PCP24 PCPXX SD
724940 23234 201312210756 270   9 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   51   43 1015.7 30.00 1015.3  60  40  0.00 ***** ***** ***** ** 
724940 23234 201312210759 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** * **** **** ****** ***** ******  60 *** ***** *****  0.00 ***** ** 
724940 23234 201312210856 290   8 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   50   44 1015.0 29.98 1014.6 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201312210956 280   8 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   49   43 1015.5 29.99 1015.0 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201312211056 290   8 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   50   45 1015.6 29.99 1015.0 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201312211156 270  10 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   50   45 1015.8 30.00 1015.3  52  48  0.00 ***** ***** ***** ** 
724940 23234 201312211200 270  10 *** *** *** * * * 10.0 ** ** ** ** ** ** ** ** *   50   45 1015.8 ***** 1012.7  60  48 ***** ***** ***** ***** ** 
724940 23234 201312211256 270  13 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   51   46 1015.8 30.00 1015.3 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201312211308 270  13 *** 722 *** * * * 10.0 ** ** ** ** ** ** ** ** *   52   46 ****** 30.00 1015.3 *** *** ***** ***** ***** ***** ** 
724940 23234 201312211356 270   9 *** 722 *** * * * 10.0 ** ** ** ** ** ** ** ** *   50   46 1016.1 30.01 1015.7 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201312211405 280  10 ***   6 *** * * * 10.0 ** ** ** ** ** ** ** ** *   50   46 ****** 30.01 1015.7 *** *** ***** ***** ***** ***** ** 
724940 23234 201312211456 280   8 ***   6 *** * * * 10.0 ** ** ** ** ** ** ** ** *   50   46 1016.4 30.02 1016.0 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201312211515 290   9 *** 722 *** * * * 10.0 ** ** ** ** ** ** ** ** *   50   46 ****** 30.02 1016.0 *** *** ***** ***** ***** ***** ** 
724940 23234 201312211556 320   6 *** 722 *** * * * 10.0 ** ** ** ** ** ** ** ** *   49   45 1017.0 30.03 1016.3 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201312211618 150   5 ***   8 *** * * * 10.0 ** ** ** ** ** ** ** ** *   48   45 ****** 30.04 1016.7 *** *** ***** ***** ***** ***** ** 
724940 23234 201312211654 ***   0 *** 722 *** * * * 10.0 ** ** ** ** ** ** ** ** *   50   46 ****** 30.05 1017.0 *** *** ***** ***** ***** ***** ** 
724940 23234 201312211656 ***   0 *** 722 *** * * * 10.0 ** ** ** ** ** ** ** ** *   50   45 1017.7 30.05 1017.0 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201312211756 ***   0 *** 722 *** * * * 10.0 ** ** ** ** ** ** ** ** *   53   45 1018.0 30.06 1017.3  53  48  0.00 ***** ***** ***** ** 
724940 23234 201312211800 ***   0 *** *** SCT * * * 10.0 ** ** ** ** ** ** ** ** *   53   45 1018.0 ***** 1014.8  53  48 ***** ***** ***** ***** ** 
724940 23234 201312211856 040   3 *** 722 *** * * * 10.0 ** ** ** ** ** ** ** ** *   53   45 1017.8 30.06 1017.3 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201312211956 030   3 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   55   45 1017.0 30.03 1016.3 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201312212056 340   6 *** 722 *** * * * 10.0 ** ** ** ** ** ** ** ** *   56   46 1016.8 30.03 1016.3 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201312212156 280  15 *** 722 *** * * * 10.0 ** ** ** ** ** ** ** ** *   59   47 1016.2 30.01 1015.7 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201312212256 280  14 *** 722 *** * * * 10.0 ** ** ** ** ** ** ** ** *   59   47 1015.7 30.00 1015.3 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201312212356 280  16 *** 722 *** * * * 10.0 ** ** ** ** ** ** ** ** *   57   47 1015.9 30.00 1015.3  60  52  0.00 ***** ***** ***** ** 
724940 23234 201312220000 280  16 *** *** SCT * * * 10.0 ** ** ** ** ** ** ** ** *   57   47 1015.9 ***** 1012.7  60  48 ***** ***** ***** ***** ** 
724940 23234 201312220056 290  13 *** 722 *** * * * 10.0 ** ** ** ** ** ** ** ** *   54   47 1015.9 30.00 1015.3 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201312220156 280  15 *** 722 *** * * * 10.0 ** ** ** ** ** ** ** ** *   53   47 1016.6 30.02 1016.0 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201312220256 260   7 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   53   47 1017.0 30.03 1016.3 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201312220356 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   52   46 1017.4 30.05 1017.0 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201312220456 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   50   44 1018.0 30.06 1017.3 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201312220556 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   50   44 1018.5 30.08 1018.0  56  50  0.00 ***** ***** ***** ** 
724940 23234 201312220600 ***   0 *** *** *** * * * 10.0 ** ** ** ** ** ** ** ** *   50   44 1018.5 ***** 1015.4  56  48 ***** ***** ***** ***** ** 
724940 23234 201312220656 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   50   43 1018.7 30.09 1018.4 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201312220756 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   48   43 1018.9 30.09 1018.4  60  48  0.00 ***** ***** ***** ** 
724940 23234 201312220759 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** * **** **** ****** ***** ******  60 *** ***** *****  0.00 ***** ** 
724940 23234 201312220856 330   3 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   48   43 1019.1 30.10 1018.7 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201312220956 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   47   42 1019.6 30.11 1019.0 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201312221056 ***   0 *** 722 *** * * * 10.0 ** ** ** ** ** ** ** ** *   45   41 1020.1 30.13 1019.7 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201312221156 ***   0 *** 722 *** * * * 10.0 ** ** ** ** ** ** ** ** *   44   41 1020.4 30.13 1019.7  51  44  0.00 ***** ***** ***** ** 
724940 23234 201312221200 ***   0 *** *** SCT * * * 10.0 ** ** ** ** ** ** ** ** *   44   41 1020.4 ***** 1017.1  60  44 ***** ***** ***** ***** ** 
724940 23234 201312221256 ***   0 *** 722 *** * * * 10.0 ** ** ** ** ** ** ** ** *   45   40 1020.9 30.15 1020.4 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201312221356 ***   0 *** 722 *** * * * 10.0 ** ** ** ** ** ** ** ** *   44   40 1021.3 30.16 1020.7 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201312221456 ***   0 *** 722 *** * * * 10.0 ** ** ** ** ** ** ** ** *   47   42 1021.9 30.18 1021.4 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201312221556 ***   0 *** 722 *** * * * 10.0 ** ** ** ** ** ** ** ** *   46   42 1022.7 30.20 1022.1 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201312221656 990   3 *** 722 *** * * * 10.0 ** ** ** ** ** ** ** ** *   51   46 1023.3 30.22 1022.8 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201312221756 ***   0 *** 722 *** * * * 10.0 ** ** ** ** ** ** ** ** *   52   46 1024.0 30.24 1023.4  52  43  0.00 ***** ***** ***** ** 
724940 23234 201312221800 ***   0 *** *** SCT * * * 10.0 ** ** ** ** ** ** ** ** *   52   46 1024.0 ***** 1020.8  52  43 ***** ***** ***** ***** ** 
724940 23234 201312221856 360   3 *** 722 *** * * * 10.0 ** ** ** ** ** ** ** ** *   54   47 1024.1 30.24 1023.4 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201312221956 ***   0 *** 722 *** * * * 10.0 ** ** ** ** ** ** ** ** *   56   44 1023.5 30.22 1022.8 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201312222056 ***   0 *** 722 *** * * * 10.0 ** ** ** ** ** ** ** ** *   56   46 1023.0 30.21 1022.4 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201312222156 ***   0 *** 722 *** * * * 10.0 ** ** ** ** ** ** ** ** *   63   39 1022.7 30.20 1022.1 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201312222256 ***   0 *** 722 *** * * * 10.0 ** ** ** ** ** ** ** ** *   62   42 1022.7 30.20 1022.1 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201312222356 340   3 *** 722 *** * * * 10.0 ** ** ** ** ** ** ** ** *   63   38 1023.1 30.21 1022.4  65  52  0.00 ***** ***** ***** ** 
724940 23234 201312230000 340   3 *** *** SCT * * * 10.0 ** ** ** ** ** ** ** ** *   63   38 1023.1 ***** 1019.8  65  44 ***** ***** ***** ***** ** 
724940 23234 201312230056 360   3 *** 722 *** * * * 10.0 ** ** ** ** ** ** ** ** *   57   42 1023.2 30.22 1022.8 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201312230156 280   8 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   58   40 1023.9 30.24 1023.4 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201312230256 280   3 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   58   39 1024.3 30.25 1023.8 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201312230356 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   54   39 1024.8 30.26 1024.1 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201312230456 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   53   37 1024.8 30.27 1024.5 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201312230556 080   5 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   52   42 1025.1 30.27 1024.5  63  52  0.00 ***** ***** ***** ** 
724940 23234 201312230600 080   5 *** *** *** * * * 10.0 ** ** ** ** ** ** ** ** *   52   42 1025.1 ***** 1021.9  63  44 ***** ***** ***** ***** ** 
724940 23234 201312230656 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   51   41 1025.6 30.29 1025.1 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201312230756 ***   0 *** 722 *** * * * 10.0 ** ** ** ** ** ** ** ** *   53   41 1025.6 30.29 1025.1  65  43  0.00 ***** ***** ***** ** 
724940 23234 201312230759 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** * **** **** ****** ***** ******  65 *** ***** *****  0.00 ***** ** 
724940 23234 201312230856 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   51   41 1025.8 30.30 1025.5 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201312230956 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   48   38 1026.3 30.31 1025.8 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201312231056 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   47   38 1026.8 30.32 1026.1 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201312231156 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   46   38 1026.8 30.32 1026.1  53  44  0.00 ***** ***** ***** ** 
724940 23234 201312231200 ***   0 *** *** *** * * * 10.0 ** ** ** ** ** ** ** ** *   46   38 1026.8 ***** 1023.5  65  44 ***** ***** ***** ***** ** 
724940 23234 201312231256 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   45   37 1026.7 30.32 1026.1 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201312231356 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   46   39 1027.2 30.33 1026.5 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201312231456 ***   0 *** 722 *** * * * 10.0 ** ** ** ** ** ** ** ** *   47   40 1027.8 30.35 1027.2 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201312231556 010   3 *** 722 *** * * *  8.0 ** ** ** ** ** ** ** ** *   49   42 1028.3 30.37 1027.8 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201312231656 050   3 *** 722 *** * * *  8.0 ** ** ** ** ** ** ** ** *   52   43 1028.6 30.38 1028.2 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201312231756 *** *** *** 722 *** * * *  9.1 ** ** ** ** ** ** ** ** *   52   43 1029.2 30.39 1028.5  52  44  0.00 ***** ***** ***** ** 
724940 23234 201312231800 ***   0 *** *** SCT * * *  8.8 ** ** ** ** ** ** ** ** *   52   43 1029.2 ***** 1025.9  53  44 ***** ***** ***** ***** ** 
724940 23234 201312231856 020   3 *** 722 *** * * *  7.0 ** ** ** ** ** ** ** ** *   53   44 1029.2 30.39 1028.5 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201312231956 010   6 *** 722 *** * * *  8.0 ** ** ** ** ** ** ** ** *   54   44 1028.6 30.38 1028.2 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201312232056 ***   0 *** 722 *** * * *  8.0 ** ** ** ** ** ** ** ** *   56   45 1028.0 30.36 1027.5 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201312232156 ***   0 *** 722 *** * * *  8.0 ** ** ** ** ** ** ** ** *   57   43 1027.4 30.34 1026.8 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201312232256 ***   0 *** 722 *** * * *  8.0 ** ** ** ** ** ** ** ** *   59   40 1027.0 30.33 1026.5 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201312232356 ***   0 *** 722 *** * * *  8.0 ** ** ** ** ** ** ** ** *   60   41 1026.9 30.33 1026.5  60  52  0.00 ***** ***** ***** ** 
724940 23234 201312240000 ***   0 *** *** SCT * * *  7.5 ** ** ** ** ** ** ** ** *   60   41 1026.9 ***** 1023.9  60  44 ***** ***** ***** ***** ** 
724940 23234 201312240056 ***   0 *** 722 *** * * *  7.0 ** ** ** ** ** ** ** ** *   58   38 1026.9 30.33 1026.5 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201312240156 ***   0 *** 722 *** * * *  8.0 ** ** ** ** ** ** ** ** *   57   40 1027.0 30.33 1026.5 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201312240256 170   3 *** 722 CLR * * *  9.1 ** ** ** ** ** ** ** ** *   55   40 1027.2 30.33 1026.5 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201312240356 170   3 *** 722 CLR * * *  9.1 ** ** ** ** ** ** ** ** *   54   39 1027.4 30.34 1026.8 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201312240456 ***   0 *** 722 CLR * * *  9.1 ** ** ** ** ** ** ** ** *   53   38 1027.5 30.34 1026.8 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201312240556 ***   0 *** 722 CLR * * *  9.1 ** ** ** ** ** ** ** ** *   53   38 1027.4 30.34 1026.8  60  52  0.00 ***** ***** ***** ** 
724940 23234 201312240600 ***   0 *** *** *** * * *  8.8 ** ** ** ** ** ** ** ** *   53   38 1027.4 ***** 1024.2  60  44 ***** ***** ***** ***** ** 
724940 23234 201312240656 350   5 *** 722 CLR * * *  9.1 ** ** ** ** ** ** ** ** *   52   42 1027.6 30.35 1027.2 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201312240756 ***   0 *** 722 *** * * *  9.1 ** ** ** ** ** ** ** ** *   52   40 1027.6 30.35 1027.2  60  44  0.00 ***** ***** ***** ** 
724940 23234 201312240759 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** * **** **** ****** ***** ******  60 *** ***** *****  0.00 ***** ** 
724940 23234 201312240856 180   5 *** 722 *** * * *  9.1 ** ** ** ** ** ** ** ** *   50   39 1027.3 30.34 1026.8 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201312240956 ***   0 *** 722 *** * * *  9.1 ** ** ** ** ** ** ** ** *   47   38 1027.3 30.34 1026.8 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201312241056 ***   0 *** 722 *** * * *  8.0 ** ** ** ** ** ** ** ** *   48   40 1027.3 30.34 1026.8 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201312241156 ***   0 *** 722 *** * * *  8.0 ** ** ** ** ** ** ** ** *   49   38 1027.1 30.33 1026.5  54  45  0.00 ***** ***** ***** ** 
724940 23234 201312241200 ***   0 *** *** SCT * * *  7.5 ** ** ** ** ** ** ** ** *   49   38 1027.1 ***** 1023.9  60  45 ***** ***** ***** ***** ** 
724940 23234 201312241256 ***   0 *** 722 *** * * *  9.1 ** ** ** ** ** ** ** ** *   46   38 1026.5 30.32 1026.1 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201312241356 ***   0 *** 722 *** * * *  9.1 ** ** ** ** ** ** ** ** *   46   38 1026.2 30.31 1025.8 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201312241456 ***   0 *** 722 *** * * *  9.1 ** ** ** ** ** ** ** ** *   48   39 1026.2 30.31 1025.8 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201312241556 ***   0 *** 200 *** * * *  8.0 ** ** ** ** ** ** ** ** *   47   40 1026.3 30.31 1025.8 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201312241656 ***   0 *** 722 *** * * *  8.0 ** ** ** ** ** ** ** ** *   51   41 1026.6 30.32 1026.1 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201312241756 050   3 *** 722 *** * * *  8.0 ** ** ** ** ** ** ** ** *   52   41 1026.8 30.32 1026.1  53  45  0.00 ***** ***** ***** ** 
724940 23234 201312241800 050   3 *** *** SCT * * *  7.5 ** ** ** ** ** ** ** ** *   52   41 1026.8 ***** 1023.5  54  45 ***** ***** ***** ***** ** 
724940 23234 201312241856 ***   0 *** 722 *** * * *  8.0 ** ** ** ** ** ** ** ** *   54   43 1026.3 30.31 1025.8 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201312241956 040   3 *** 722 *** * * *  8.0 ** ** ** ** ** ** ** ** *   55   44 1025.0 30.27 1024.5 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201312242056 ***   0 *** 200 *** * * *  9.1 ** ** ** ** ** ** ** ** *   56   45 1024.1 30.24 1023.4 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201312242156 ***   0 *** 722 *** * * * 10.0 ** ** ** ** ** ** ** ** *   58   46 1023.3 30.22 1022.8 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201312242256 020   7 *** 722 *** * * * 10.0 ** ** ** ** ** ** ** ** *   56   47 1023.3 30.22 1022.8 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201312242356 360   6 *** 722 *** * * * 10.0 ** ** ** ** ** ** ** ** *   57   45 1023.4 30.22 1022.8  58  53  0.00 ***** ***** ***** ** 
724940 23234 201312250000 360   6 *** *** SCT * * * 10.0 ** ** ** ** ** ** ** ** *   57   45 1023.4 ***** 1020.2  58  45 ***** ***** ***** ***** ** 
724940 23234 201312250056 330   6 *** 722 *** * * * 10.0 ** ** ** ** ** ** ** ** *   57   43 1023.0 30.21 1022.4 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201312250156 300   6 *** 722 *** * * * 10.0 ** ** ** ** ** ** ** ** *   58   40 1022.8 30.21 1022.4 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201312250256 200   5 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   54   42 1023.0 30.21 1022.4 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201312250356 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   54   42 1023.2 30.22 1022.8 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201312250456 230   3 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   51   39 1023.6 30.23 1023.1 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201312250556 270   5 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   51   39 1024.0 30.24 1023.4  59  50  0.00 ***** ***** ***** ** 
724940 23234 201312250600 270   5 *** *** *** * * * 10.0 ** ** ** ** ** ** ** ** *   51   39 1024.0 ***** 1020.8  59  45 ***** ***** ***** ***** ** 
724940 23234 201312250656 270   5 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   51   38 1024.3 30.25 1023.8 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201312250756 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   51   40 1024.4 30.25 1023.8  59  45  0.00 ***** ***** ***** ** 
724940 23234 201312250759 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** * **** **** ****** ***** ******  59 *** ***** *****  0.00 ***** ** 
724940 23234 201312250856 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   48   40 1024.6 30.26 1024.1 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201312250956 270   5 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   46   36 1024.6 30.26 1024.1 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201312251056 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   46   37 1024.5 30.26 1024.1 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201312251156 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   44   37 1024.4 30.25 1023.8  53  44  0.00 ***** ***** ***** ** 
724940 23234 201312251200 ***   0 *** *** *** * * * 10.0 ** ** ** ** ** ** ** ** *   44   37 1024.4 ***** 1021.2  59  44 ***** ***** ***** ***** ** 
724940 23234 201312251256 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   47   38 1024.0 30.24 1023.4 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201312251356 160   5 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   46   40 1024.2 30.25 1023.8 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201312251456 ***   0 *** 722 *** * * * 10.0 ** ** ** ** ** ** ** ** *   46   40 1024.4 30.25 1023.8 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201312251556 200   3 *** 722 *** * * * 10.0 ** ** ** ** ** ** ** ** *   47   40 1025.0 30.27 1024.5 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201312251656 340   5 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   52   43 1025.4 30.28 1024.8 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201312251756 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   53   44 1025.7 30.29 1025.1  54  42  0.00 ***** ***** ***** ** 
724940 23234 201312251800 ***   0 *** *** *** * * * 10.0 ** ** ** ** ** ** ** ** *   53   44 1025.7 ***** 1022.5  54  42 ***** ***** ***** ***** ** 
724940 23234 201312251856 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   57   42 1025.6 30.29 1025.1 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201312251956 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   60   39 1024.9 30.27 1024.5 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201312252056 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   61   40 1023.7 30.23 1023.1 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201312252156 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   63   40 1022.8 30.21 1022.4 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201312252256 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   63   39 1022.6 30.20 1022.1 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201312252356 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   60   40 1022.8 30.21 1022.4  63  53  0.00 ***** ***** ***** ** 
724940 23234 201312260000 ***   0 *** *** *** * * * 10.0 ** ** ** ** ** ** ** ** *   60   40 1022.8 ***** 1019.8  63  44 ***** ***** ***** ***** ** 
724940 23234 201312260056 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   61   39 1023.0 30.21 1022.4 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201312260156 190   3 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   59   40 1023.0 30.21 1022.4 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201312260256 200   3 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   56   40 1023.2 30.22 1022.8 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201312260356 020   3 *** 722 CLR * * *  9.1 ** ** ** ** ** ** ** ** *   55   43 1023.9 30.24 1023.4 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201312260456 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   54   42 1023.9 30.24 1023.4 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201312260556 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   51   41 1024.1 30.24 1023.4  63  51  0.00 ***** ***** ***** ** 
724940 23234 201312260600 ***   0 *** *** *** * * * 10.0 ** ** ** ** ** ** ** ** *   51   41 1024.1 ***** 1020.8  63  44 ***** ***** ***** ***** ** 
724940 23234 201312260656 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   51   40 1024.1 30.24 1023.4 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201312260756 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   48   39 1024.1 30.24 1023.4  63  42  0.00 ***** ***** ***** ** 
724940 23234 201312260759 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** * **** **** ****** ***** ******  63 *** ***** *****  0.00 ***** ** 
724940 23234 201312260856 010   3 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   51   41 1023.8 30.23 1023.1 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201312260956 ***   0 *** 722 CLR * * *  9.1 ** ** ** ** ** ** ** ** *   45   39 1024.0 30.24 1023.4 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201312261056 ***   0 *** 722 CLR * * *  9.1 ** ** ** ** ** ** ** ** *   46   38 1024.0 30.24 1023.4 *** ***  0.00 ***** ***** ***** ** 
724940 23234 201312261156 210   3 *** 722 CLR * * *  8.0 ** ** ** ** ** ** ** ** *   44   38 1024.0 30.24 1023.4  52  44  0.00 ***** ***** ***** ** 
724940 23234 201312261200 210   3 *** *** *** * * *  7.5 ** ** ** ** ** ** ** ** *   44   38 1024.0 ***** 1020.8  63  44 ***** ***** ***** ***** ** 
724940 23234 201312261256 ***   0 *** 722 CLR * * *  8.0 ** ** ** ** ** ** ** ** *   46   40 1023.7 30.23 1023.1 *** ***  0.00 ***** ***** ***** ** 
